filename,set,label
benign (343),train,benign
benign (279),train,benign
normal (45),train,normal
benign (366),train,benign
benign (12),train,benign
benign (26),train,benign
benign (383),train,benign
benign (399),train,benign
malignant (35),train,malignant
normal (86),train,normal
benign (186),train,benign
normal (58),train,normal
benign (367),train,benign
benign (258),train,benign
malignant (103),train,malignant
benign (210),train,benign
normal (88),train,normal
malignant (149),train,malignant
benign (129),train,benign
malignant (79),train,malignant
benign (201),train,benign
benign (302),train,benign
benign (360),train,benign
benign (140),train,benign
benign (135),train,benign
benign (155),train,benign
benign (224),train,benign
malignant (210),train,malignant
benign (127),train,benign
malignant (12),train,malignant
normal (77),train,normal
normal (76),train,normal
benign (358),train,benign
benign (290),train,benign
malignant (94),train,malignant
malignant (153),train,malignant
normal (31),train,normal
normal (117),train,normal
benign (116),train,benign
benign (411),train,benign
malignant (34),train,malignant
malignant (199),train,malignant
malignant (201),train,malignant
benign (416),train,benign
benign (138),train,benign
benign (183),train,benign
malignant (80),train,malignant
benign (192),train,benign
malignant (197),train,malignant
malignant (101),train,malignant
benign (260),train,benign
benign (292),train,benign
normal (17),train,normal
benign (37),train,benign
malignant (99),train,malignant
malignant (52),train,malignant
benign (389),train,benign
normal (44),train,normal
normal (23),train,normal
benign (332),train,benign
malignant (161),train,malignant
benign (212),train,benign
benign (115),train,benign
normal (123),train,normal
benign (179),train,benign
malignant (131),train,malignant
normal (25),train,normal
benign (299),train,benign
malignant (144),train,malignant
benign (163),train,benign
malignant (22),train,malignant
normal (116),train,normal
malignant (25),train,malignant
malignant (116),train,malignant
benign (63),train,benign
normal (33),train,normal
malignant (27),train,malignant
benign (386),train,benign
benign (118),train,benign
benign (92),train,benign
malignant (71),train,malignant
benign (259),train,benign
benign (254),train,benign
benign (75),train,benign
benign (270),train,benign
benign (266),train,benign
benign (73),train,benign
benign (99),train,benign
benign (4),train,benign
benign (272),train,benign
normal (73),train,normal
malignant (203),train,malignant
benign (164),train,benign
malignant (7),train,malignant
malignant (4),train,malignant
benign (182),train,benign
benign (404),train,benign
malignant (123),train,malignant
benign (232),train,benign
normal (56),train,normal
benign (100),train,benign
malignant (164),train,malignant
malignant (91),train,malignant
benign (418),train,benign
normal (101),train,normal
malignant (146),train,malignant
benign (245),train,benign
malignant (95),train,malignant
malignant (142),train,malignant
benign (225),train,benign
normal (12),train,normal
benign (406),train,benign
benign (106),train,benign
benign (61),train,benign
benign (36),train,benign
benign (204),train,benign
benign (158),train,benign
benign (311),train,benign
malignant (98),train,malignant
malignant (151),train,malignant
benign (114),train,benign
benign (67),train,benign
malignant (61),train,malignant
benign (371),train,benign
benign (91),train,benign
benign (284),train,benign
benign (121),train,benign
malignant (155),train,malignant
malignant (184),train,malignant
malignant (96),train,malignant
normal (124),train,normal
malignant (188),train,malignant
benign (154),train,benign
benign (414),train,benign
benign (345),train,benign
malignant (136),train,malignant
benign (144),train,benign
malignant (56),train,malignant
malignant (124),train,malignant
benign (128),train,benign
benign (30),train,benign
benign (119),train,benign
benign (395),train,benign
normal (22),train,normal
normal (74),train,normal
malignant (189),train,malignant
normal (41),train,normal
malignant (68),train,malignant
benign (378),train,benign
benign (420),train,benign
benign (353),train,benign
malignant (69),train,malignant
malignant (130),train,malignant
normal (69),train,normal
normal (111),train,normal
benign (387),train,benign
benign (301),train,benign
normal (11),train,normal
malignant (204),train,malignant
malignant (51),train,malignant
benign (318),train,benign
benign (16),train,benign
malignant (111),train,malignant
benign (52),train,benign
benign (7),train,benign
malignant (66),train,malignant
malignant (6),train,malignant
benign (330),train,benign
benign (368),train,benign
normal (125),train,normal
malignant (128),train,malignant
benign (428),train,benign
normal (83),train,normal
benign (20),train,benign
benign (22),train,benign
normal (113),train,normal
malignant (168),train,malignant
normal (26),train,normal
benign (39),train,benign
normal (50),train,normal
benign (208),train,benign
benign (147),train,benign
malignant (193),train,malignant
malignant (32),train,malignant
benign (377),train,benign
malignant (167),train,malignant
malignant (175),train,malignant
benign (312),train,benign
benign (248),train,benign
malignant (137),train,malignant
malignant (209),train,malignant
malignant (122),train,malignant
malignant (126),train,malignant
benign (88),train,benign
benign (333),train,benign
benign (437),train,benign
benign (429),train,benign
normal (63),train,normal
benign (376),train,benign
malignant (148),train,malignant
benign (278),train,benign
benign (172),train,benign
malignant (190),train,malignant
benign (133),train,benign
malignant (23),train,malignant
benign (194),train,benign
malignant (171),train,malignant
normal (118),train,normal
benign (28),train,benign
benign (168),train,benign
malignant (150),train,malignant
normal (46),train,normal
normal (7),train,normal
benign (421),train,benign
benign (197),train,benign
benign (82),train,benign
benign (98),train,benign
normal (20),train,normal
benign (243),train,benign
benign (17),train,benign
malignant (194),train,malignant
malignant (140),train,malignant
benign (69),train,benign
benign (277),train,benign
benign (125),train,benign
normal (53),train,normal
benign (234),train,benign
benign (189),train,benign
benign (425),train,benign
normal (64),train,normal
normal (122),train,normal
malignant (70),train,malignant
benign (3),train,benign
benign (196),train,benign
benign (423),train,benign
benign (34),train,benign
benign (165),train,benign
benign (113),train,benign
benign (408),train,benign
benign (15),train,benign
malignant (120),train,malignant
benign (405),train,benign
benign (432),train,benign
benign (341),train,benign
benign (237),train,benign
benign (44),train,benign
benign (349),train,benign
benign (111),train,benign
benign (43),train,benign
benign (59),train,benign
normal (112),train,normal
benign (171),train,benign
benign (286),train,benign
normal (106),train,normal
malignant (132),train,malignant
normal (68),train,normal
malignant (85),train,malignant
normal (93),train,normal
malignant (207),train,malignant
malignant (158),train,malignant
benign (77),train,benign
benign (153),train,benign
benign (104),train,benign
benign (398),train,benign
malignant (8),train,malignant
benign (23),train,benign
benign (72),train,benign
malignant (104),train,malignant
benign (344),train,benign
normal (15),train,normal
benign (407),train,benign
benign (321),train,benign
benign (176),train,benign
malignant (200),train,malignant
malignant (82),train,malignant
benign (62),train,benign
benign (350),train,benign
benign (342),train,benign
benign (29),train,benign
benign (226),train,benign
normal (39),train,normal
benign (313),train,benign
benign (417),train,benign
benign (297),train,benign
benign (280),train,benign
malignant (72),train,malignant
normal (80),train,normal
benign (240),train,benign
malignant (97),train,malignant
benign (123),train,benign
benign (193),train,benign
malignant (114),train,malignant
malignant (28),train,malignant
benign (412),train,benign
benign (214),train,benign
benign (390),train,benign
malignant (202),train,malignant
normal (27),train,normal
malignant (121),train,malignant
malignant (73),train,malignant
benign (87),train,benign
benign (331),train,benign
benign (66),train,benign
normal (132),train,normal
benign (78),train,benign
malignant (108),train,malignant
benign (233),train,benign
benign (207),train,benign
benign (346),train,benign
malignant (30),train,malignant
malignant (180),train,malignant
benign (364),train,benign
normal (62),train,normal
benign (249),train,benign
malignant (160),train,malignant
benign (359),train,benign
malignant (185),train,malignant
normal (54),train,normal
benign (76),train,benign
benign (329),train,benign
normal (49),train,normal
benign (203),train,benign
benign (379),train,benign
benign (25),train,benign
malignant (169),train,malignant
benign (380),train,benign
normal (40),train,normal
benign (205),train,benign
malignant (5),train,malignant
malignant (196),train,malignant
benign (316),train,benign
malignant (26),train,malignant
benign (162),train,benign
benign (314),train,benign
benign (191),train,benign
malignant (77),train,malignant
benign (351),train,benign
benign (274),train,benign
normal (100),train,normal
benign (282),val,benign
benign (354),val,benign
malignant (54),val,malignant
benign (310),val,benign
benign (126),val,benign
benign (228),val,benign
benign (166),val,benign
benign (70),val,benign
malignant (145),val,malignant
benign (68),val,benign
malignant (112),val,malignant
benign (184),val,benign
benign (134),val,benign
benign (227),val,benign
benign (276),val,benign
benign (413),val,benign
benign (174),val,benign
benign (335),val,benign
malignant (170),val,malignant
malignant (21),val,malignant
benign (250),val,benign
normal (60),val,normal
benign (146),val,benign
benign (5),val,benign
benign (213),val,benign
benign (93),val,benign
benign (131),val,benign
benign (415),val,benign
normal (47),val,normal
malignant (20),val,malignant
benign (54),val,benign
malignant (166),val,malignant
benign (235),val,benign
malignant (179),val,malignant
normal (98),val,normal
benign (195),val,benign
benign (236),val,benign
normal (89),val,normal
benign (175),val,benign
malignant (125),val,malignant
normal (59),val,normal
normal (32),val,normal
malignant (100),val,malignant
malignant (48),val,malignant
malignant (159),val,malignant
benign (384),val,benign
normal (6),val,normal
benign (307),val,benign
benign (257),val,benign
normal (29),val,normal
malignant (14),val,malignant
benign (122),val,benign
normal (18),val,normal
malignant (102),val,malignant
malignant (2),val,malignant
malignant (186),val,malignant
benign (137),val,benign
benign (173),val,benign
normal (79),val,normal
benign (58),val,benign
malignant (67),val,malignant
benign (41),val,benign
benign (79),val,benign
malignant (141),val,malignant
malignant (37),val,malignant
benign (271),val,benign
benign (132),val,benign
normal (37),val,normal
benign (11),val,benign
normal (9),val,normal
benign (252),val,benign
benign (151),test,benign
benign (370),test,benign
malignant (88),test,malignant
benign (57),test,benign
normal (24),test,normal
normal (126),test,normal
benign (167),test,benign
malignant (3),test,malignant
benign (283),test,benign
malignant (76),test,malignant
malignant (18),test,malignant
normal (84),test,normal
benign (431),test,benign
benign (328),test,benign
normal (38),test,normal
benign (287),test,benign
benign (244),test,benign
malignant (172),test,malignant
normal (70),test,normal
benign (219),test,benign
malignant (84),test,malignant
normal (92),test,normal
benign (268),test,benign
malignant (58),test,malignant
benign (145),test,benign
benign (74),test,benign
malignant (176),test,malignant
benign (434),test,benign
benign (338),test,benign
benign (35),test,benign
malignant (38),test,malignant
malignant (192),test,malignant
benign (220),test,benign
benign (430),test,benign
benign (89),test,benign
benign (60),test,benign
malignant (41),test,malignant
malignant (143),test,malignant
malignant (49),test,malignant
benign (326),test,benign
benign (156),test,benign
benign (323),test,benign
benign (85),test,benign
benign (120),test,benign
benign (110),test,benign
benign (327),test,benign
malignant (156),test,malignant
normal (102),test,normal
benign (424),test,benign
malignant (174),test,malignant
benign (45),test,benign
malignant (92),test,malignant
benign (24),test,benign
benign (320),test,benign
benign (373),test,benign
normal (127),test,normal
normal (99),test,normal
benign (435),test,benign
benign (181),test,benign
benign (269),test,benign
benign (409),test,benign
normal (4),test,normal
benign (322),test,benign
benign (21),test,benign
normal (14),test,normal
malignant (50),test,malignant
normal (75),test,normal
benign (209),test,benign
benign (348),test,benign
malignant (195),test,malignant
benign (296),test,benign
malignant (87),test,malignant
benign (319),test,benign
benign (394),test,benign
benign (303),test,benign
normal (57),test,normal
malignant (13),test,malignant
malignant (55),test,malignant
