filename,set,label
benign (71),train,benign
malignant (106),train,malignant
benign (299),train,benign
malignant (96),train,malignant
benign (74),train,benign
benign (175),train,benign
malignant (158),train,malignant
benign (47),train,benign
benign (29),train,benign
malignant (94),train,malignant
normal (23),train,normal
benign (145),train,benign
normal (89),train,normal
normal (46),train,normal
benign (52),train,benign
benign (17),train,benign
benign (426),train,benign
malignant (121),train,malignant
malignant (41),train,malignant
benign (181),train,benign
benign (123),train,benign
benign (217),train,benign
benign (53),train,benign
normal (105),train,normal
normal (50),train,normal
benign (198),train,benign
benign (235),train,benign
benign (375),train,benign
malignant (162),train,malignant
malignant (101),train,malignant
benign (5),train,benign
malignant (130),train,malignant
benign (67),train,benign
benign (328),train,benign
benign (233),train,benign
normal (113),train,normal
benign (148),train,benign
benign (362),train,benign
benign (246),train,benign
malignant (147),train,malignant
benign (220),train,benign
benign (13),train,benign
benign (433),train,benign
benign (180),train,benign
normal (109),train,normal
malignant (118),train,malignant
malignant (136),train,malignant
benign (317),train,benign
benign (4),train,benign
normal (132),train,normal
benign (92),train,benign
benign (158),train,benign
benign (333),train,benign
benign (35),train,benign
benign (125),train,benign
benign (155),train,benign
malignant (13),train,malignant
malignant (150),train,malignant
benign (157),train,benign
benign (239),train,benign
benign (256),train,benign
benign (18),train,benign
benign (222),train,benign
malignant (40),train,malignant
malignant (174),train,malignant
malignant (62),train,malignant
benign (422),train,benign
benign (151),train,benign
benign (16),train,benign
benign (48),train,benign
benign (320),train,benign
benign (345),train,benign
malignant (57),train,malignant
normal (64),train,normal
malignant (132),train,malignant
benign (428),train,benign
benign (173),train,benign
normal (7),train,normal
benign (64),train,benign
benign (100),train,benign
benign (290),train,benign
normal (65),train,normal
malignant (200),train,malignant
benign (307),train,benign
normal (116),train,normal
benign (56),train,benign
benign (321),train,benign
malignant (111),train,malignant
malignant (187),train,malignant
normal (71),train,normal
malignant (100),train,malignant
benign (8),train,benign
benign (319),train,benign
benign (37),train,benign
benign (136),train,benign
benign (365),train,benign
malignant (76),train,malignant
normal (114),train,normal
normal (40),train,normal
benign (300),train,benign
benign (88),train,benign
benign (277),train,benign
benign (356),train,benign
malignant (170),train,malignant
normal (22),train,normal
benign (112),train,benign
normal (68),train,normal
benign (51),train,benign
benign (57),train,benign
malignant (142),train,malignant
benign (186),train,benign
benign (208),train,benign
malignant (11),train,malignant
malignant (117),train,malignant
malignant (91),train,malignant
benign (284),train,benign
malignant (61),train,malignant
normal (37),train,normal
benign (279),train,benign
benign (400),train,benign
benign (325),train,benign
benign (154),train,benign
benign (414),train,benign
benign (294),train,benign
malignant (104),train,malignant
normal (11),train,normal
benign (340),train,benign
benign (26),train,benign
malignant (148),train,malignant
malignant (80),train,malignant
benign (243),train,benign
malignant (63),train,malignant
benign (415),train,benign
benign (183),train,benign
benign (55),train,benign
malignant (172),train,malignant
malignant (166),train,malignant
benign (254),train,benign
malignant (31),train,malignant
malignant (133),train,malignant
benign (147),train,benign
malignant (120),train,malignant
benign (72),train,benign
normal (54),train,normal
benign (153),train,benign
benign (76),train,benign
normal (121),train,normal
malignant (143),train,malignant
normal (30),train,normal
benign (409),train,benign
benign (329),train,benign
benign (130),train,benign
benign (379),train,benign
benign (437),train,benign
benign (99),train,benign
benign (276),train,benign
malignant (151),train,malignant
benign (364),train,benign
benign (150),train,benign
benign (50),train,benign
malignant (23),train,malignant
normal (1),train,normal
benign (43),train,benign
malignant (138),train,malignant
malignant (71),train,malignant
normal (120),train,normal
benign (96),train,benign
malignant (83),train,malignant
normal (9),train,normal
malignant (52),train,malignant
benign (221),train,benign
malignant (153),train,malignant
benign (68),train,benign
malignant (125),train,malignant
benign (218),train,benign
benign (301),train,benign
benign (213),train,benign
benign (60),train,benign
benign (24),train,benign
malignant (160),train,malignant
normal (34),train,normal
benign (316),train,benign
normal (55),train,normal
benign (268),train,benign
benign (172),train,benign
malignant (192),train,malignant
benign (205),train,benign
malignant (68),train,malignant
normal (112),train,normal
benign (197),train,benign
malignant (141),train,malignant
benign (42),train,benign
benign (105),train,benign
malignant (56),train,malignant
benign (116),train,benign
benign (201),train,benign
benign (101),train,benign
malignant (203),train,malignant
normal (98),train,normal
benign (98),train,benign
benign (214),train,benign
normal (31),train,normal
benign (160),train,benign
benign (212),train,benign
malignant (19),train,malignant
benign (293),train,benign
malignant (165),train,malignant
benign (274),train,benign
malignant (168),train,malignant
benign (45),train,benign
normal (15),train,normal
normal (72),train,normal
benign (324),train,benign
normal (130),train,normal
malignant (46),train,malignant
normal (125),train,normal
normal (91),train,normal
benign (182),train,benign
malignant (98),train,malignant
malignant (156),train,malignant
benign (257),train,benign
normal (118),train,normal
benign (313),train,benign
benign (229),train,benign
benign (191),train,benign
malignant (154),train,malignant
malignant (201),train,malignant
benign (281),train,benign
benign (11),train,benign
benign (361),train,benign
benign (142),train,benign
benign (265),train,benign
benign (70),train,benign
benign (332),train,benign
malignant (84),train,malignant
benign (69),train,benign
benign (65),train,benign
benign (216),train,benign
normal (5),train,normal
malignant (81),train,malignant
normal (87),train,normal
malignant (179),train,malignant
benign (79),train,benign
benign (6),train,benign
benign (392),train,benign
benign (128),train,benign
malignant (54),train,malignant
malignant (10),train,malignant
malignant (38),train,malignant
malignant (157),train,malignant
malignant (18),train,malignant
benign (248),train,benign
benign (373),train,benign
benign (93),train,benign
malignant (171),train,malignant
malignant (194),train,malignant
normal (85),train,normal
benign (164),train,benign
malignant (58),train,malignant
benign (288),train,benign
benign (168),train,benign
benign (161),train,benign
malignant (14),train,malignant
malignant (78),train,malignant
benign (204),train,benign
normal (94),train,normal
normal (84),train,normal
benign (133),train,benign
benign (187),train,benign
benign (81),train,benign
benign (159),train,benign
normal (128),train,normal
benign (41),train,benign
benign (190),train,benign
malignant (6),train,malignant
benign (311),train,benign
benign (163),train,benign
benign (15),train,benign
normal (108),train,normal
malignant (89),train,malignant
benign (242),train,benign
normal (44),train,normal
benign (113),train,benign
malignant (97),train,malignant
malignant (123),train,malignant
benign (292),train,benign
normal (39),train,normal
malignant (178),train,malignant
normal (19),train,normal
malignant (92),train,malignant
benign (83),train,benign
benign (337),train,benign
benign (111),train,benign
benign (368),train,benign
malignant (175),train,malignant
malignant (137),train,malignant
benign (330),train,benign
benign (7),train,benign
normal (17),train,normal
benign (302),train,benign
benign (107),train,benign
malignant (12),train,malignant
benign (339),train,benign
malignant (73),train,malignant
normal (10),train,normal
benign (402),train,benign
normal (74),train,normal
benign (134),train,benign
benign (342),train,benign
benign (386),train,benign
benign (413),train,benign
benign (355),train,benign
benign (236),train,benign
malignant (205),train,malignant
normal (45),train,normal
normal (115),train,normal
normal (80),train,normal
malignant (105),train,malignant
malignant (1),train,malignant
benign (275),train,benign
benign (309),train,benign
malignant (135),train,malignant
benign (165),train,benign
malignant (32),train,malignant
benign (425),train,benign
benign (352),train,benign
malignant (88),train,malignant
benign (38),val,benign
benign (366),val,benign
normal (26),val,normal
normal (131),val,normal
benign (264),val,benign
benign (32),val,benign
benign (36),val,benign
malignant (114),val,malignant
benign (80),val,benign
benign (138),val,benign
benign (54),val,benign
benign (421),val,benign
benign (103),val,benign
benign (312),val,benign
benign (424),val,benign
benign (44),val,benign
malignant (186),val,malignant
normal (59),val,normal
malignant (210),val,malignant
benign (238),val,benign
benign (21),val,benign
benign (282),val,benign
normal (93),val,normal
malignant (122),val,malignant
benign (109),val,benign
benign (62),val,benign
malignant (126),val,malignant
benign (247),val,benign
benign (89),val,benign
benign (285),val,benign
benign (289),val,benign
normal (107),val,normal
normal (73),val,normal
malignant (208),val,malignant
malignant (29),val,malignant
malignant (44),val,malignant
benign (383),val,benign
malignant (79),val,malignant
normal (4),val,normal
normal (92),val,normal
benign (2),val,benign
normal (99),val,normal
benign (341),val,benign
benign (401),val,benign
malignant (204),val,malignant
benign (75),val,benign
benign (431),val,benign
malignant (67),val,malignant
malignant (112),val,malignant
normal (32),val,normal
benign (380),val,benign
benign (405),val,benign
benign (394),val,benign
normal (38),val,normal
normal (13),val,normal
benign (346),val,benign
benign (228),val,benign
normal (117),val,normal
malignant (127),val,malignant
normal (51),val,normal
normal (6),val,normal
benign (66),val,benign
malignant (95),val,malignant
malignant (33),val,malignant
malignant (206),val,malignant
benign (344),val,benign
benign (377),val,benign
malignant (144),val,malignant
benign (46),val,benign
benign (58),val,benign
malignant (85),val,malignant
benign (374),val,benign
benign (334),val,benign
malignant (159),val,malignant
benign (416),val,benign
benign (135),val,benign
benign (251),val,benign
malignant (77),val,malignant
malignant (3),val,malignant
malignant (66),val,malignant
normal (102),val,normal
malignant (145),val,malignant
normal (66),val,normal
benign (169),val,benign
benign (406),val,benign
malignant (189),val,malignant
benign (137),val,benign
benign (435),val,benign
benign (244),val,benign
malignant (124),val,malignant
benign (94),val,benign
benign (82),val,benign
malignant (140),val,malignant
normal (122),val,normal
benign (410),val,benign
malignant (152),val,malignant
malignant (207),val,malignant
malignant (113),val,malignant
benign (28),val,benign
normal (57),val,normal
benign (269),val,benign
benign (388),val,benign
normal (83),val,normal
benign (14),val,benign
normal (14),val,normal
normal (124),val,normal
benign (370),val,benign
benign (430),val,benign
benign (77),val,benign
benign (318),val,benign
malignant (173),val,malignant
benign (304),val,benign
malignant (36),val,malignant
benign (199),val,benign
benign (423),val,benign
benign (174),val,benign
benign (230),val,benign
benign (207),val,benign
malignant (99),val,malignant
malignant (2),val,malignant
malignant (90),val,malignant
benign (315),val,benign
malignant (164),val,malignant
malignant (209),val,malignant
normal (70),val,normal
benign (10),val,benign
benign (360),val,benign
malignant (202),val,malignant
benign (23),val,benign
benign (271),val,benign
benign (188),val,benign
malignant (65),val,malignant
benign (390),val,benign
benign (240),val,benign
normal (63),val,normal
benign (310),val,benign
benign (225),val,benign
benign (253),val,benign
benign (359),val,benign
benign (170),val,benign
benign (122),val,benign
normal (77),test,normal
benign (412),test,benign
normal (25),test,normal
normal (129),test,normal
benign (40),test,benign
benign (185),test,benign
benign (234),test,benign
normal (18),test,normal
benign (194),test,benign
malignant (183),test,malignant
benign (261),test,benign
benign (143),test,benign
benign (348),test,benign
normal (48),test,normal
benign (396),test,benign
benign (237),test,benign
malignant (116),test,malignant
normal (104),test,normal
benign (245),test,benign
malignant (176),test,malignant
malignant (37),test,malignant
benign (86),test,benign
benign (331),test,benign
benign (119),test,benign
malignant (86),test,malignant
benign (85),test,benign
malignant (35),test,malignant
benign (200),test,benign
benign (114),test,benign
benign (192),test,benign
benign (102),test,benign
benign (420),test,benign
normal (21),test,normal
benign (91),test,benign
benign (249),test,benign
malignant (43),test,malignant
normal (100),test,normal
benign (19),test,benign
benign (227),test,benign
malignant (25),test,malignant
malignant (199),test,malignant
benign (389),test,benign
malignant (161),test,malignant
normal (47),test,normal
benign (241),test,benign
benign (384),test,benign
malignant (131),test,malignant
normal (67),test,normal
malignant (39),test,malignant
benign (272),test,benign
benign (298),test,benign
benign (59),test,benign
benign (12),test,benign
malignant (26),test,malignant
normal (78),test,normal
benign (126),test,benign
benign (347),test,benign
malignant (48),test,malignant
malignant (7),test,malignant
benign (404),test,benign
benign (403),test,benign
malignant (108),test,malignant
normal (60),test,normal
normal (86),test,normal
benign (260),test,benign
benign (61),test,benign
malignant (87),test,malignant
benign (22),test,benign
benign (210),test,benign
benign (178),test,benign
benign (308),test,benign
benign (193),test,benign
malignant (198),test,malignant
malignant (184),test,malignant
benign (124),test,benign
benign (322),test,benign
malignant (15),test,malignant
malignant (4),test,malignant
