filename,set,label
benign (291),train,benign
malignant (21),train,malignant
benign (249),train,benign
malignant (84),train,malignant
benign (23),train,benign
benign (187),train,benign
normal (17),train,normal
normal (52),train,normal
malignant (72),train,malignant
benign (206),train,benign
benign (278),train,benign
malignant (58),train,malignant
malignant (42),train,malignant
normal (45),train,normal
benign (290),train,benign
malignant (207),train,malignant
malignant (64),train,malignant
malignant (199),train,malignant
benign (104),train,benign
normal (86),train,normal
benign (61),train,benign
normal (78),train,normal
normal (107),train,normal
benign (296),train,benign
malignant (188),train,malignant
benign (111),train,benign
benign (422),train,benign
normal (14),train,normal
benign (64),train,benign
normal (5),train,normal
malignant (79),train,malignant
benign (141),train,benign
normal (100),train,normal
benign (226),train,benign
benign (198),train,benign
benign (260),train,benign
benign (302),train,benign
benign (137),train,benign
normal (117),train,normal
malignant (85),train,malignant
benign (205),train,benign
benign (192),train,benign
benign (157),train,benign
malignant (160),train,malignant
malignant (203),train,malignant
benign (128),train,benign
malignant (110),train,malignant
benign (24),train,benign
malignant (24),train,malignant
benign (281),train,benign
normal (60),train,normal
benign (37),train,benign
benign (29),train,benign
malignant (157),train,malignant
malignant (82),train,malignant
malignant (108),train,malignant
benign (255),train,benign
benign (318),train,benign
benign (19),train,benign
benign (306),train,benign
malignant (40),train,malignant
normal (13),train,normal
normal (43),train,normal
benign (248),train,benign
malignant (116),train,malignant
benign (154),train,benign
benign (316),train,benign
malignant (194),train,malignant
benign (87),train,benign
malignant (48),train,malignant
benign (62),train,benign
benign (427),train,benign
malignant (56),train,malignant
malignant (111),train,malignant
benign (277),train,benign
benign (297),train,benign
benign (430),train,benign
benign (191),train,benign
benign (386),train,benign
benign (95),train,benign
benign (409),train,benign
malignant (106),train,malignant
benign (247),train,benign
benign (337),train,benign
normal (91),train,normal
normal (2),train,normal
benign (77),train,benign
normal (125),train,normal
malignant (205),train,malignant
malignant (176),train,malignant
benign (282),train,benign
benign (399),train,benign
malignant (206),train,malignant
normal (76),train,normal
benign (305),train,benign
malignant (140),train,malignant
malignant (109),train,malignant
benign (241),train,benign
benign (121),train,benign
normal (81),train,normal
malignant (193),train,malignant
benign (250),train,benign
benign (331),train,benign
benign (114),train,benign
normal (114),train,normal
benign (94),train,benign
benign (334),train,benign
benign (252),train,benign
benign (30),train,benign
malignant (101),train,malignant
benign (186),train,benign
malignant (17),train,malignant
normal (31),train,normal
malignant (62),train,malignant
benign (322),train,benign
malignant (97),train,malignant
benign (359),train,benign
malignant (187),train,malignant
malignant (183),train,malignant
normal (70),train,normal
benign (390),train,benign
benign (311),train,benign
normal (108),train,normal
benign (130),train,benign
malignant (77),train,malignant
benign (70),train,benign
benign (369),train,benign
normal (54),train,normal
normal (112),train,normal
benign (428),train,benign
benign (20),train,benign
benign (336),train,benign
benign (432),train,benign
benign (379),train,benign
benign (65),train,benign
normal (104),train,normal
malignant (121),train,malignant
malignant (78),train,malignant
malignant (59),train,malignant
benign (36),train,benign
benign (227),train,benign
benign (391),train,benign
normal (62),train,normal
benign (27),train,benign
malignant (127),train,malignant
benign (299),train,benign
malignant (91),train,malignant
benign (304),train,benign
benign (150),train,benign
benign (83),train,benign
benign (188),train,benign
benign (420),train,benign
benign (402),train,benign
benign (41),train,benign
benign (352),train,benign
benign (22),train,benign
malignant (68),train,malignant
malignant (166),train,malignant
normal (105),train,normal
malignant (5),train,malignant
normal (4),train,normal
normal (39),train,normal
benign (238),train,benign
malignant (105),train,malignant
benign (376),train,benign
benign (118),train,benign
benign (315),train,benign
benign (392),train,benign
benign (89),train,benign
benign (138),train,benign
benign (314),train,benign
benign (9),train,benign
benign (31),train,benign
normal (29),train,normal
normal (96),train,normal
benign (10),train,benign
malignant (142),train,malignant
benign (418),train,benign
normal (25),train,normal
benign (295),train,benign
benign (158),train,benign
benign (267),train,benign
benign (256),train,benign
benign (6),train,benign
malignant (32),train,malignant
benign (298),train,benign
malignant (81),train,malignant
benign (169),train,benign
malignant (93),train,malignant
benign (26),train,benign
malignant (186),train,malignant
benign (348),train,benign
benign (7),train,benign
malignant (165),train,malignant
malignant (148),train,malignant
normal (101),train,normal
malignant (161),train,malignant
benign (182),train,benign
benign (176),train,benign
malignant (120),train,malignant
benign (335),train,benign
benign (60),train,benign
normal (103),train,normal
benign (232),train,benign
normal (33),train,normal
benign (283),train,benign
benign (177),train,benign
malignant (52),train,malignant
normal (115),train,normal
malignant (156),train,malignant
malignant (107),train,malignant
benign (276),train,benign
benign (380),train,benign
benign (327),train,benign
benign (425),train,benign
normal (35),train,normal
malignant (73),train,malignant
benign (88),train,benign
malignant (119),train,malignant
benign (301),train,benign
benign (72),train,benign
malignant (9),train,malignant
benign (54),train,benign
benign (134),train,benign
benign (272),train,benign
normal (48),train,normal
normal (6),train,normal
benign (197),train,benign
malignant (137),train,malignant
normal (82),train,normal
benign (279),train,benign
normal (69),train,normal
malignant (152),train,malignant
benign (393),train,benign
benign (284),train,benign
benign (361),train,benign
benign (303),train,benign
benign (407),train,benign
normal (106),train,normal
benign (166),train,benign
malignant (22),train,malignant
benign (14),train,benign
normal (21),train,normal
benign (378),train,benign
normal (80),train,normal
benign (76),train,benign
benign (173),train,benign
malignant (30),train,malignant
malignant (70),train,malignant
benign (389),train,benign
malignant (168),train,malignant
malignant (75),train,malignant
normal (121),train,normal
malignant (123),train,malignant
benign (372),train,benign
benign (229),train,benign
normal (32),train,normal
benign (135),train,benign
malignant (171),train,malignant
malignant (4),train,malignant
benign (401),train,benign
malignant (201),train,malignant
malignant (46),train,malignant
benign (381),train,benign
normal (58),train,normal
benign (350),train,benign
benign (74),train,benign
benign (363),train,benign
benign (25),train,benign
malignant (29),train,malignant
benign (131),train,benign
malignant (26),train,malignant
benign (5),train,benign
malignant (3),train,malignant
benign (398),train,benign
benign (38),train,benign
benign (55),train,benign
benign (170),train,benign
benign (287),train,benign
benign (269),train,benign
normal (55),train,normal
benign (385),train,benign
benign (246),train,benign
normal (118),train,normal
normal (1),train,normal
normal (85),train,normal
benign (358),train,benign
benign (274),train,benign
normal (75),train,normal
benign (160),train,benign
malignant (63),train,malignant
malignant (202),train,malignant
malignant (128),train,malignant
malignant (158),train,malignant
benign (106),train,benign
benign (4),train,benign
malignant (122),train,malignant
benign (12),train,benign
normal (97),train,normal
benign (231),train,benign
malignant (159),train,malignant
benign (216),train,benign
benign (435),train,benign
malignant (136),train,malignant
malignant (184),train,malignant
malignant (80),train,malignant
normal (20),train,normal
malignant (98),train,malignant
benign (400),train,benign
malignant (33),train,malignant
malignant (44),train,malignant
benign (437),train,benign
malignant (185),train,malignant
benign (68),train,benign
benign (225),train,benign
benign (263),train,benign
normal (41),train,normal
malignant (112),train,malignant
normal (130),train,normal
malignant (94),train,malignant
malignant (27),train,malignant
malignant (76),train,malignant
benign (44),train,benign
benign (183),train,benign
benign (124),train,benign
benign (415),train,benign
benign (429),train,benign
benign (300),train,benign
normal (113),train,normal
benign (142),train,benign
malignant (47),train,malignant
malignant (10),train,malignant
benign (275),train,benign
benign (329),train,benign
benign (46),train,benign
benign (233),train,benign
benign (66),train,benign
benign (161),train,benign
malignant (167),train,malignant
malignant (117),train,malignant
benign (163),train,benign
malignant (145),train,malignant
benign (50),train,benign
malignant (154),train,malignant
normal (132),train,normal
benign (405),train,benign
malignant (23),train,malignant
malignant (38),train,malignant
benign (32),train,benign
benign (343),train,benign
malignant (155),train,malignant
benign (93),train,benign
normal (88),train,normal
benign (125),train,benign
malignant (88),train,malignant
benign (285),train,benign
benign (91),train,benign
benign (396),train,benign
normal (10),train,normal
normal (11),train,normal
benign (73),train,benign
benign (11),train,benign
benign (156),train,benign
benign (110),train,benign
benign (404),train,benign
malignant (200),train,malignant
benign (388),train,benign
benign (115),train,benign
benign (209),train,benign
malignant (113),train,malignant
normal (99),train,normal
benign (270),train,benign
benign (364),train,benign
benign (67),train,benign
normal (64),train,normal
normal (95),train,normal
normal (28),train,normal
benign (207),train,benign
normal (50),train,normal
malignant (6),train,malignant
normal (79),train,normal
benign (123),train,benign
normal (34),train,normal
benign (319),train,benign
benign (57),train,benign
malignant (144),train,malignant
benign (410),train,benign
malignant (208),train,malignant
malignant (189),train,malignant
benign (395),train,benign
benign (423),train,benign
normal (129),train,normal
malignant (19),train,malignant
malignant (149),train,malignant
malignant (74),train,malignant
benign (172),train,benign
normal (111),train,normal
normal (53),train,normal
benign (280),train,benign
benign (362),train,benign
normal (40),train,normal
benign (403),train,benign
benign (147),train,benign
benign (347),train,benign
malignant (57),train,malignant
malignant (87),train,malignant
benign (307),train,benign
malignant (50),train,malignant
benign (217),train,benign
benign (342),train,benign
normal (27),train,normal
benign (317),train,benign
benign (356),train,benign
benign (112),train,benign
malignant (178),train,malignant
malignant (28),train,malignant
malignant (173),train,malignant
benign (242),train,benign
normal (73),train,normal
benign (101),train,benign
benign (143),train,benign
benign (375),train,benign
malignant (132),train,malignant
malignant (1),train,malignant
normal (7),train,normal
normal (47),train,normal
benign (416),train,benign
benign (332),train,benign
normal (61),train,normal
benign (164),train,benign
benign (219),train,benign
normal (19),train,normal
benign (218),train,benign
normal (120),train,normal
malignant (13),train,malignant
normal (26),train,normal
benign (18),train,benign
benign (309),train,benign
benign (98),train,benign
benign (383),train,benign
malignant (36),train,malignant
malignant (103),train,malignant
benign (236),train,benign
normal (22),train,normal
benign (43),train,benign
benign (140),train,benign
malignant (209),train,malignant
malignant (130),train,malignant
benign (436),train,benign
benign (408),train,benign
normal (8),train,normal
benign (40),train,benign
benign (90),train,benign
normal (87),train,normal
benign (340),train,benign
benign (426),train,benign
benign (92),train,benign
malignant (43),train,malignant
normal (90),train,normal
malignant (204),train,malignant
benign (145),train,benign
malignant (20),train,malignant
normal (42),train,normal
malignant (124),train,malignant
malignant (162),train,malignant
malignant (129),train,malignant
malignant (141),train,malignant
malignant (175),train,malignant
normal (92),train,normal
benign (185),train,benign
benign (153),train,benign
malignant (174),train,malignant
benign (174),train,benign
benign (382),train,benign
malignant (15),train,malignant
benign (13),train,benign
benign (266),train,benign
benign (103),train,benign
normal (36),train,normal
normal (37),train,normal
benign (377),train,benign
malignant (126),val,malignant
malignant (45),val,malignant
benign (59),val,benign
benign (33),val,benign
normal (38),val,normal
benign (413),val,benign
normal (24),val,normal
malignant (99),val,malignant
malignant (177),val,malignant
malignant (39),val,malignant
normal (74),val,normal
benign (105),val,benign
normal (126),val,normal
normal (65),val,normal
benign (75),val,benign
benign (199),val,benign
benign (86),val,benign
benign (129),val,benign
benign (355),val,benign
benign (406),val,benign
malignant (190),val,malignant
normal (133),val,normal
benign (144),val,benign
benign (293),val,benign
benign (349),val,benign
benign (155),val,benign
normal (15),val,normal
malignant (198),val,malignant
benign (374),val,benign
benign (151),val,benign
benign (39),val,benign
normal (84),val,normal
benign (354),val,benign
benign (222),val,benign
benign (273),val,benign
benign (102),val,benign
benign (323),val,benign
malignant (65),val,malignant
benign (346),val,benign
malignant (25),val,malignant
normal (23),val,normal
benign (365),val,benign
malignant (7),val,malignant
benign (109),val,benign
benign (288),val,benign
benign (107),val,benign
normal (71),val,normal
malignant (31),val,malignant
malignant (51),val,malignant
malignant (135),val,malignant
benign (167),val,benign
benign (175),val,benign
benign (80),val,benign
malignant (169),val,malignant
benign (312),val,benign
benign (308),val,benign
malignant (118),val,malignant
benign (330),val,benign
benign (339),val,benign
benign (394),val,benign
benign (251),val,benign
malignant (114),val,malignant
malignant (115),val,malignant
malignant (181),val,malignant
benign (292),val,benign
benign (82),val,benign
normal (110),val,normal
normal (59),val,normal
benign (412),val,benign
benign (16),val,benign
malignant (182),val,malignant
normal (56),test,normal
benign (424),test,benign
malignant (49),test,malignant
normal (30),test,normal
normal (72),test,normal
benign (341),test,benign
benign (243),test,benign
malignant (83),test,malignant
benign (178),test,benign
benign (353),test,benign
benign (370),test,benign
normal (109),test,normal
benign (344),test,benign
benign (417),test,benign
malignant (18),test,malignant
benign (168),test,benign
benign (373),test,benign
normal (89),test,normal
benign (366),test,benign
benign (237),test,benign
malignant (95),test,malignant
benign (193),test,benign
normal (83),test,normal
benign (17),test,benign
malignant (143),test,malignant
malignant (104),test,malignant
benign (271),test,benign
benign (180),test,benign
benign (240),test,benign
benign (264),test,benign
benign (108),test,benign
malignant (150),test,malignant
malignant (35),test,malignant
benign (79),test,benign
benign (203),test,benign
malignant (138),test,malignant
malignant (53),test,malignant
normal (77),test,normal
benign (360),test,benign
malignant (86),test,malignant
benign (211),test,benign
benign (56),test,benign
normal (51),test,normal
benign (71),test,benign
benign (21),test,benign
malignant (153),test,malignant
benign (367),test,benign
normal (123),test,normal
malignant (71),test,malignant
benign (146),test,benign
normal (128),test,normal
malignant (164),test,malignant
malignant (41),test,malignant
normal (68),test,normal
benign (159),test,benign
malignant (139),test,malignant
benign (228),test,benign
benign (28),test,benign
benign (126),test,benign
benign (184),test,benign
malignant (12),test,malignant
benign (294),test,benign
benign (239),test,benign
normal (67),test,normal
malignant (96),test,malignant
benign (136),test,benign
benign (357),test,benign
benign (265),test,benign
normal (57),test,normal
benign (139),test,benign
malignant (60),test,malignant
malignant (54),test,malignant
benign (258),test,benign
malignant (179),test,malignant
benign (165),test,benign
benign (8),test,benign
benign (81),test,benign
benign (35),test,benign
